district,reg_voters,total_votes,total_votes_percent,valid_votes,received_station,received_station_total,candidate,candidate_votes,candidate_votes_percent
PADER,82298,47632,57.88,44388,215,215,KYAGULANYI SSENTAMU ROBERT,8292,18.68
PADER,82298,47632,57.88,44388,215,215,MAO NORBERT,2757,6.21
PADER,82298,47632,57.88,44388,215,215,MAYAMBALA WILLY,469,1.06
PADER,82298,47632,57.88,44388,215,215,MUGISHA MUNTU GREGG,495,1.12
PADER,82298,47632,57.88,44388,215,215,MWESIGYE FRED,267,0.6
PADER,82298,47632,57.88,44388,215,215,TUMUKUNDE HENRY KAKURUGU,817,1.84
PADER,82298,47632,57.88,44388,215,215,YOWERI MUSEVENI TIBUHABURWA KAGUTA,28233,63.61
PADER,82298,47632,57.88,44388,215,215,Invalid Votes,3244,6.81
PAKWACH,78801,48169,61.13,48169,142,142,AMURIAT OBOI PATRICK,1557,3.23
PAKWACH,78801,48169,61.13,48169,142,142,KABULETA KIIZA JOSEPH,163,0.34
PAKWACH,78801,48169,61.13,48169,142,142,KALEMBE NANCY LINDA,242,0.5
PAKWACH,78801,48169,61.13,48169,142,142,KATUMBA JOHN,117,0.24
PAKWACH,78801,48169,61.13,48169,142,142,KYAGULANYI SSENTAMU ROBERT,12576,26.11
PAKWACH,78801,48169,61.13,48169,142,142,MAO NORBERT,261,0.54
PAKWACH,78801,48169,61.13,48169,142,142,MAYAMBALA WILLY,220,0.46
PAKWACH,78801,48169,61.13,48169,142,142,MUGISHA MUNTU GREGG,205,0.43
PAKWACH,78801,48169,61.13,48169,142,142,MWESIGYE FRED,162,0.34
PAKWACH,78801,48169,61.13,48169,142,142,TUMUKUNDE HENRY KAKURUGU,312,0.65
PAKWACH,78801,48169,61.13,48169,142,142,YOWERI MUSEVENI TIBUHABURWA KAGUTA,32354,67.17
PAKWACH,78801,48169,61.13,48169,142,142,Invalid Votes,0,0
PALLISA,131370,86834,66.1,82896,277,277,AMURIAT OBOI PATRICK,10031,12.1
PALLISA,131370,86834,66.1,82896,277,277,KABULETA KIIZA JOSEPH,259,0.31
PALLISA,131370,86834,66.1,82896,277,277,KALEMBE NANCY LINDA,348,0.42
PALLISA,131370,86834,66.1,82896,277,277,KATUMBA JOHN,194,0.23
PALLISA,131370,86834,66.1,82896,277,277,KYAGULANYI SSENTAMU ROBERT,16362,19.74
PALLISA,131370,86834,66.1,82896,277,277,MAO NORBERT,270,0.33
PALLISA,131370,86834,66.1,82896,277,277,MAYAMBALA WILLY,361,0.44
PALLISA,131370,86834,66.1,82896,277,277,MUGISHA MUNTU GREGG,283,0.34
PALLISA,131370,86834,66.1,82896,277,277,MWESIGYE FRED,535,0.65
PALLISA,131370,86834,66.1,82896,277,277,TUMUKUNDE HENRY KAKURUGU,465,0.56
PALLISA,131370,86834,66.1,82896,277,277,YOWERI MUSEVENI TIBUHABURWA KAGUTA,53788,64.89
PALLISA,131370,86834,66.1,82896,277,277,Invalid Votes,3938,4.54
RAKAI,135169,84961,62.86,81766,223,226,AMURIAT OBOI PATRICK,219,0.27
RAKAI,135169,84961,62.86,81766,223,226,KABULETA KIIZA JOSEPH,58,0.07
RAKAI,135169,84961,62.86,81766,223,226,KALEMBE NANCY LINDA,129,0.16
RAKAI,135169,84961,62.86,81766,223,226,KATUMBA JOHN,122,0.15
RAKAI,135169,84961,62.86,81766,223,226,KYAGULANYI SSENTAMU ROBERT,33267,40.69
RAKAI,135169,84961,62.86,81766,223,226,MAO NORBERT,99,0.12
RAKAI,135169,84961,62.86,81766,223,226,MAYAMBALA WILLY,33,0.04
RAKAI,135169,84961,62.86,81766,223,226,MUGISHA MUNTU GREGG,232,0.28
RAKAI,135169,84961,62.86,81766,223,226,MWESIGYE FRED,105,0.13
RAKAI,135169,84961,62.86,81766,223,226,TUMUKUNDE HENRY KAKURUGU,214,0.26
RAKAI,135169,84961,62.86,81766,223,226,YOWERI MUSEVENI TIBUHABURWA KAGUTA,47288,57.83
RAKAI,135169,84961,62.86,81766,223,226,Invalid Votes,3195,3.76
RUBANDA,111615,79056,70.83,77167,223,223,AMURIAT OBOI PATRICK,1908,2.47
RUBANDA,111615,79056,70.83,77167,223,223,KABULETA KIIZA JOSEPH,112,0.15
RUBANDA,111615,79056,70.83,77167,223,223,KALEMBE NANCY LINDA,183,0.24
RUBANDA,111615,79056,70.83,77167,223,223,KATUMBA JOHN,553,0.72
RUBANDA,111615,79056,70.83,77167,223,223,KYAGULANYI SSENTAMU ROBERT,5735,7.43
RUBANDA,111615,79056,70.83,77167,223,223,MAO NORBERT,104,0.13
RUBANDA,111615,79056,70.83,77167,223,223,MAYAMBALA WILLY,35,0.05
RUBANDA,111615,79056,70.83,77167,223,223,MUGISHA MUNTU GREGG,635,0.82
RUBANDA,111615,79056,70.83,77167,223,223,MWESIGYE FRED,122,0.16
RUBANDA,111615,79056,70.83,77167,223,223,TUMUKUNDE HENRY KAKURUGU,517,0.67
RUBANDA,111615,79056,70.83,77167,223,223,YOWERI MUSEVENI TIBUHABURWA KAGUTA,67263,87.17
RUBANDA,111615,79056,70.83,77167,223,223,Invalid Votes,1889,2.39
RUBIRIZI,73848,49363,66.84,48057,136,136,AMURIAT OBOI PATRICK,490,1.02
RUBIRIZI,73848,49363,66.84,48057,136,136,KABULETA KIIZA JOSEPH,178,0.37
RUBIRIZI,73848,49363,66.84,48057,136,136,KALEMBE NANCY LINDA,78,0.16
RUBIRIZI,73848,49363,66.84,48057,136,136,KATUMBA JOHN,224,0.47
RUBIRIZI,73848,49363,66.84,48057,136,136,KYAGULANYI SSENTAMU ROBERT,6338,13.19
RUBIRIZI,73848,49363,66.84,48057,136,136,MAO NORBERT,79,0.16
RUBIRIZI,73848,49363,66.84,48057,136,136,MAYAMBALA WILLY,24,0.05
RUBIRIZI,73848,49363,66.84,48057,136,136,MUGISHA MUNTU GREGG,515,1.07
RUBIRIZI,73848,49363,66.84,48057,136,136,MWESIGYE FRED,85,0.18
RUBIRIZI,73848,49363,66.84,48057,136,136,TUMUKUNDE HENRY KAKURUGU,360,0.75
RUBIRIZI,73848,49363,66.84,48057,136,136,YOWERI MUSEVENI TIBUHABURWA KAGUTA,39686,82.58
RUBIRIZI,73848,49363,66.84,48057,136,136,Invalid Votes,1306,2.65
RUKIGA,60965,39795,65.28,38212,115,115,AMURIAT OBOI PATRICK,1630,4.27
RUKIGA,60965,39795,65.28,38212,115,115,KABULETA KIIZA JOSEPH,81,0.21
RUKIGA,60965,39795,65.28,38212,115,115,KALEMBE NANCY LINDA,162,0.42
RUKIGA,60965,39795,65.28,38212,115,115,KATUMBA JOHN,234,0.61
RUKIGA,60965,39795,65.28,38212,115,115,KYAGULANYI SSENTAMU ROBERT,3959,10.36
RUKIGA,60965,39795,65.28,38212,115,115,MAO NORBERT,34,0.09
RUKIGA,60965,39795,65.28,38212,115,115,MAYAMBALA WILLY,30,0.08
RUKIGA,60965,39795,65.28,38212,115,115,MUGISHA MUNTU GREGG,390,1.02
RUKIGA,60965,39795,65.28,38212,115,115,MWESIGYE FRED,113,0.3
RUKIGA,60965,39795,65.28,38212,115,115,TUMUKUNDE HENRY KAKURUGU,328,0.86
RUKIGA,60965,39795,65.28,38212,115,115,YOWERI MUSEVENI TIBUHABURWA KAGUTA,31251,81.78
RUKIGA,60965,39795,65.28,38212,115,115,Invalid Votes,1583,3.98
RUKUNGIRI,185118,112443,60.74,108385,404,404,AMURIAT OBOI PATRICK,18204,16.8
RUKUNGIRI,185118,112443,60.74,108385,404,404,KABULETA KIIZA JOSEPH,204,0.19
RUKUNGIRI,185118,112443,60.74,108385,404,404,KALEMBE NANCY LINDA,336,0.31
RUKUNGIRI,185118,112443,60.74,108385,404,404,KATUMBA JOHN,1432,1.32
RUKUNGIRI,185118,112443,60.74,108385,404,404,KYAGULANYI SSENTAMU ROBERT,6501,6
RUKUNGIRI,185118,112443,60.74,108385,404,404,MAO NORBERT,150,0.14
RUKUNGIRI,185118,112443,60.74,108385,404,404,MAYAMBALA WILLY,83,0.08
RUKUNGIRI,185118,112443,60.74,108385,404,404,MUGISHA MUNTU GREGG,936,0.86
RUKUNGIRI,185118,112443,60.74,108385,404,404,MWESIGYE FRED,149,0.14
RUKUNGIRI,185118,112443,60.74,108385,404,404,TUMUKUNDE HENRY KAKURUGU,2980,2.75
RUKUNGIRI,185118,112443,60.74,108385,404,404,YOWERI MUSEVENI TIBUHABURWA KAGUTA,77410,71.42
RUKUNGIRI,185118,112443,60.74,108385,404,404,Invalid Votes,4058,3.61
RWAMPARA,70346,42200,59.99,41453,157,157,AMURIAT OBOI PATRICK,679,1.64
RWAMPARA,70346,42200,59.99,41453,157,157,KABULETA KIIZA JOSEPH,50,0.12
RWAMPARA,70346,42200,59.99,41453,157,157,KALEMBE NANCY LINDA,84,0.2
RWAMPARA,70346,42200,59.99,41453,157,157,KATUMBA JOHN,215,0.52
RWAMPARA,70346,42200,59.99,41453,157,157,KYAGULANYI SSENTAMU ROBERT,3710,8.95
RWAMPARA,70346,42200,59.99,41453,157,157,MAO NORBERT,37,0.09
RWAMPARA,70346,42200,59.99,41453,157,157,MAYAMBALA WILLY,17,0.04
RWAMPARA,70346,42200,59.99,41453,157,157,MUGISHA MUNTU GREGG,539,1.3
RWAMPARA,70346,42200,59.99,41453,157,157,MWESIGYE FRED,39,0.09
RWAMPARA,70346,42200,59.99,41453,157,157,TUMUKUNDE HENRY KAKURUGU,102,0.25
RWAMPARA,70346,42200,59.99,41453,157,157,YOWERI MUSEVENI TIBUHABURWA KAGUTA,35981,86.8
RWAMPARA,70346,42200,59.99,41453,157,157,Invalid Votes,747,1.77
SERERE,130290,79152,60.75,75276,240,240,AMURIAT OBOI PATRICK,26722,35.5
SERERE,130290,79152,60.75,75276,240,240,KABULETA KIIZA JOSEPH,1200,1.59
SERERE,130290,79152,60.75,75276,240,240,KALEMBE NANCY LINDA,414,0.55
SERERE,130290,79152,60.75,75276,240,240,KATUMBA JOHN,232,0.31
SERERE,130290,79152,60.75,75276,240,240,KYAGULANYI SSENTAMU ROBERT,6013,7.99
SERERE,130290,79152,60.75,75276,240,240,MAO NORBERT,251,0.33
SERERE,130290,79152,60.75,75276,240,240,MAYAMBALA WILLY,123,0.16
SERERE,130290,79152,60.75,75276,240,240,MUGISHA MUNTU GREGG,617,0.82
SERERE,130290,79152,60.75,75276,240,240,MWESIGYE FRED,378,0.5
SERERE,130290,79152,60.75,75276,240,240,TUMUKUNDE HENRY KAKURUGU,771,1.02
SERERE,130290,79152,60.75,75276,240,240,YOWERI MUSEVENI TIBUHABURWA KAGUTA,38555,51.22
SERERE,130290,79152,60.75,75276,240,240,Invalid Votes,3876,4.9
SHEEMA,129151,82529,63.9,80328,251,251,AMURIAT OBOI PATRICK,2409,3
SHEEMA,129151,82529,63.9,80328,251,251,KABULETA KIIZA JOSEPH,343,0.43
SHEEMA,129151,82529,63.9,80328,251,251,KALEMBE NANCY LINDA,334,0.42
SHEEMA,129151,82529,63.9,80328,251,251,KATUMBA JOHN,866,1.08
SHEEMA,129151,82529,63.9,80328,251,251,KYAGULANYI SSENTAMU ROBERT,8851,11.02
SHEEMA,129151,82529,63.9,80328,251,251,MAO NORBERT,119,0.15
SHEEMA,129151,82529,63.9,80328,251,251,MAYAMBALA WILLY,53,0.07
SHEEMA,129151,82529,63.9,80328,251,251,MUGISHA MUNTU GREGG,1646,2.05
SHEEMA,129151,82529,63.9,80328,251,251,MWESIGYE FRED,138,0.17
SHEEMA,129151,82529,63.9,80328,251,251,TUMUKUNDE HENRY KAKURUGU,349,0.43
SHEEMA,129151,82529,63.9,80328,251,251,YOWERI MUSEVENI TIBUHABURWA KAGUTA,65220,81.19
SHEEMA,129151,82529,63.9,80328,251,251,Invalid Votes,2201,2.67
SIRONKO,132465,81898,61.83,81891,390,391,AMURIAT OBOI PATRICK,8541,10.43
SIRONKO,132465,81898,61.83,81891,390,391,KABULETA KIIZA JOSEPH,97,0.12
SIRONKO,132465,81898,61.83,81891,390,391,KALEMBE NANCY LINDA,233,0.28
SIRONKO,132465,81898,61.83,81891,390,391,KATUMBA JOHN,124,0.15
SIRONKO,132465,81898,61.83,81891,390,391,KYAGULANYI SSENTAMU ROBERT,28900,35.29
SIRONKO,132465,81898,61.83,81891,390,391,MAO NORBERT,199,0.24
SIRONKO,132465,81898,61.83,81891,390,391,MAYAMBALA WILLY,31,0.04
SIRONKO,132465,81898,61.83,81891,390,391,MUGISHA MUNTU GREGG,124,0.15
SIRONKO,132465,81898,61.83,81891,390,391,MWESIGYE FRED,115,0.14
SIRONKO,132465,81898,61.83,81891,390,391,TUMUKUNDE HENRY KAKURUGU,252,0.31
SIRONKO,132465,81898,61.83,81891,390,391,YOWERI MUSEVENI TIBUHABURWA KAGUTA,43275,52.84
SIRONKO,132465,81898,61.83,81891,390,391,Invalid Votes,7,0.01
SOROTI,92720,65310,70.44,62319,171,173,AMURIAT OBOI PATRICK,19758,31.7
SOROTI,92720,65310,70.44,62319,171,173,KABULETA KIIZA JOSEPH,505,0.81
SOROTI,92720,65310,70.44,62319,171,173,KALEMBE NANCY LINDA,491,0.79
SOROTI,92720,65310,70.44,62319,171,173,KATUMBA JOHN,469,0.75
SOROTI,92720,65310,70.44,62319,171,173,KYAGULANYI SSENTAMU ROBERT,5196,8.34
SOROTI,92720,65310,70.44,62319,171,173,MAO NORBERT,184,0.3
SOROTI,92720,65310,70.44,62319,171,173,MAYAMBALA WILLY,166,0.27
SOROTI,92720,65310,70.44,62319,171,173,MUGISHA MUNTU GREGG,298,0.48
SOROTI,92720,65310,70.44,62319,171,173,MWESIGYE FRED,324,0.52
SOROTI,92720,65310,70.44,62319,171,173,TUMUKUNDE HENRY KAKURUGU,338,0.54
SOROTI,92720,65310,70.44,62319,171,173,YOWERI MUSEVENI TIBUHABURWA KAGUTA,34590,55.5
SOROTI,92720,65310,70.44,62319,171,173,Invalid Votes,2991,4.58
SOROTI CITY,56019,31627,56.46,30375,99,99,AMURIAT OBOI PATRICK,13200,43.46
SOROTI CITY,56019,31627,56.46,30375,99,99,KABULETA KIIZA JOSEPH,158,0.52
SOROTI CITY,56019,31627,56.46,30375,99,99,KALEMBE NANCY LINDA,123,0.4
SOROTI CITY,56019,31627,56.46,30375,99,99,KATUMBA JOHN,79,0.26
SOROTI CITY,56019,31627,56.46,30375,99,99,KYAGULANYI SSENTAMU ROBERT,3984,13.12
SOROTI CITY,56019,31627,56.46,30375,99,99,MAO NORBERT,95,0.31
SOROTI CITY,56019,31627,56.46,30375,99,99,MAYAMBALA WILLY,94,0.31
SOROTI CITY,56019,31627,56.46,30375,99,99,MUGISHA MUNTU GREGG,115,0.38
SOROTI CITY,56019,31627,56.46,30375,99,99,MWESIGYE FRED,44,0.14
SOROTI CITY,56019,31627,56.46,30375,99,99,TUMUKUNDE HENRY KAKURUGU,452,1.49
SOROTI CITY,56019,31627,56.46,30375,99,99,YOWERI MUSEVENI TIBUHABURWA KAGUTA,12031,39.61
SOROTI CITY,56019,31627,56.46,30375,99,99,Invalid Votes,1252,3.96
SSEMBABULE,132240,82054,62.05,79757,271,286,AMURIAT OBOI PATRICK,236,0.3
SSEMBABULE,132240,82054,62.05,79757,271,286,KABULETA KIIZA JOSEPH,45,0.06
SSEMBABULE,132240,82054,62.05,79757,271,286,KALEMBE NANCY LINDA,145,0.18
SSEMBABULE,132240,82054,62.05,79757,271,286,KATUMBA JOHN,119,0.15
SSEMBABULE,132240,82054,62.05,79757,271,286,KYAGULANYI SSENTAMU ROBERT,33524,42.03
SSEMBABULE,132240,82054,62.05,79757,271,286,MAO NORBERT,75,0.09
SSEMBABULE,132240,82054,62.05,79757,271,286,MAYAMBALA WILLY,24,0.03
SSEMBABULE,132240,82054,62.05,79757,271,286,MUGISHA MUNTU GREGG,155,0.19
SSEMBABULE,132240,82054,62.05,79757,271,286,MWESIGYE FRED,91,0.11
SSEMBABULE,132240,82054,62.05,79757,271,286,TUMUKUNDE HENRY KAKURUGU,109,0.14
SSEMBABULE,132240,82054,62.05,79757,271,286,YOWERI MUSEVENI TIBUHABURWA KAGUTA,45234,56.71
SSEMBABULE,132240,82054,62.05,79757,271,286,Invalid Votes,2297,2.8
TEREGO,95118,52857,55.57,48360,170,170,AMURIAT OBOI PATRICK,1344,2.78
TEREGO,95118,52857,55.57,48360,170,170,KABULETA KIIZA JOSEPH,580,1.2
TEREGO,95118,52857,55.57,48360,170,170,KALEMBE NANCY LINDA,484,1
TEREGO,95118,52857,55.57,48360,170,170,KATUMBA JOHN,965,2
TEREGO,95118,52857,55.57,48360,170,170,KYAGULANYI SSENTAMU ROBERT,16720,34.57
TEREGO,95118,52857,55.57,48360,170,170,MAO NORBERT,705,1.46
TEREGO,95118,52857,55.57,48360,170,170,MAYAMBALA WILLY,243,0.5
TEREGO,95118,52857,55.57,48360,170,170,MUGISHA MUNTU GREGG,1329,2.75
TEREGO,95118,52857,55.57,48360,170,170,MWESIGYE FRED,458,0.95
TEREGO,95118,52857,55.57,48360,170,170,TUMUKUNDE HENRY KAKURUGU,814,1.68
TEREGO,95118,52857,55.57,48360,170,170,YOWERI MUSEVENI TIBUHABURWA KAGUTA,24718,51.11
TEREGO,95118,52857,55.57,48360,170,170,Invalid Votes,4497,8.51
TORORO,268434,160295,59.71,154503,481,481,AMURIAT OBOI PATRICK,8876,5.74
TORORO,268434,160295,59.71,154503,481,481,KABULETA KIIZA JOSEPH,881,0.57
TORORO,268434,160295,59.71,154503,481,481,KALEMBE NANCY LINDA,682,0.44
TORORO,268434,160295,59.71,154503,481,481,KATUMBA JOHN,521,0.34
TORORO,268434,160295,59.71,154503,481,481,KYAGULANYI SSENTAMU ROBERT,54556,35.31
TORORO,268434,160295,59.71,154503,481,481,MAO NORBERT,561,0.36
TORORO,268434,160295,59.71,154503,481,481,MAYAMBALA WILLY,143,0.09
TORORO,268434,160295,59.71,154503,481,481,MUGISHA MUNTU GREGG,657,0.43
TORORO,268434,160295,59.71,154503,481,481,MWESIGYE FRED,485,0.31
TORORO,268434,160295,59.71,154503,481,481,TUMUKUNDE HENRY KAKURUGU,893,0.58
TORORO,268434,160295,59.71,154503,481,481,YOWERI MUSEVENI TIBUHABURWA KAGUTA,86248,55.82
TORORO,268434,160295,59.71,154503,481,481,Invalid Votes,5792,3.61
WAKISO,1154857,574018,49.7,561500,1433,1434,AMURIAT OBOI PATRICK,3730,0.66
WAKISO,1154857,574018,49.7,561500,1433,1434,KABULETA KIIZA JOSEPH,772,0.14
WAKISO,1154857,574018,49.7,561500,1433,1434,KALEMBE NANCY LINDA,753,0.13
WAKISO,1154857,574018,49.7,561500,1433,1434,KATUMBA JOHN,2520,0.45
WAKISO,1154857,574018,49.7,561500,1433,1434,KYAGULANYI SSENTAMU ROBERT,425002,75.69
WAKISO,1154857,574018,49.7,561500,1433,1434,MAO NORBERT,1101,0.2
WAKISO,1154857,574018,49.7,561500,1433,1434,MAYAMBALA WILLY,140,0.02
WAKISO,1154857,574018,49.7,561500,1433,1434,MUGISHA MUNTU GREGG,2764,0.49
WAKISO,1154857,574018,49.7,561500,1433,1434,MWESIGYE FRED,529,0.09
WAKISO,1154857,574018,49.7,561500,1433,1434,TUMUKUNDE HENRY KAKURUGU,1684,0.3
WAKISO,1154857,574018,49.7,561500,1433,1434,YOWERI MUSEVENI TIBUHABURWA KAGUTA,122505,21.82
WAKISO,1154857,574018,49.7,561500,1433,1434,Invalid Votes,12518,2.18
YUMBE,113855,75225,66.07,71150,335,335,AMURIAT OBOI PATRICK,1129,1.59
YUMBE,113855,75225,66.07,71150,335,335,KABULETA KIIZA JOSEPH,368,0.52
YUMBE,113855,75225,66.07,71150,335,335,KALEMBE NANCY LINDA,371,0.52
YUMBE,113855,75225,66.07,71150,335,335,KATUMBA JOHN,181,0.25
YUMBE,113855,75225,66.07,71150,335,335,KYAGULANYI SSENTAMU ROBERT,16890,23.74
YUMBE,113855,75225,66.07,71150,335,335,MAO NORBERT,265,0.37
YUMBE,113855,75225,66.07,71150,335,335,MAYAMBALA WILLY,129,0.18
YUMBE,113855,75225,66.07,71150,335,335,MUGISHA MUNTU GREGG,304,0.43
YUMBE,113855,75225,66.07,71150,335,335,MWESIGYE FRED,299,0.42
YUMBE,113855,75225,66.07,71150,335,335,TUMUKUNDE HENRY KAKURUGU,528,0.74
YUMBE,113855,75225,66.07,71150,335,335,YOWERI MUSEVENI TIBUHABURWA KAGUTA,50686,71.24
YUMBE,113855,75225,66.07,71150,335,335,Invalid Votes,4075,5.42
ZOMBO,123432,64591,52.33,59906,220,220,AMURIAT OBOI PATRICK,1260,2.1
ZOMBO,123432,64591,52.33,59906,220,220,KABULETA KIIZA JOSEPH,421,0.7
ZOMBO,123432,64591,52.33,59906,220,220,KALEMBE NANCY LINDA,434,0.72
ZOMBO,123432,64591,52.33,59906,220,220,KATUMBA JOHN,310,0.52
ZOMBO,123432,64591,52.33,59906,220,220,KYAGULANYI SSENTAMU ROBERT,9111,15.21
ZOMBO,123432,64591,52.33,59906,220,220,MAO NORBERT,1176,1.96
ZOMBO,123432,64591,52.33,59906,220,220,MAYAMBALA WILLY,207,0.35
ZOMBO,123432,64591,52.33,59906,220,220,MUGISHA MUNTU GREGG,498,0.83
ZOMBO,123432,64591,52.33,59906,220,220,MWESIGYE FRED,305,0.51
ZOMBO,123432,64591,52.33,59906,220,220,TUMUKUNDE HENRY KAKURUGU,606,1.01
ZOMBO,123432,64591,52.33,59906,220,220,YOWERI MUSEVENI TIBUHABURWA KAGUTA,45578,76.08
ZOMBO,123432,64591,52.33,59906,220,220,Invalid Votes,4685,7.25
